artistName,tag1,tag2,tag3
The Pinker Tones,electronic,lounge,spanish
The Stanford Mendicants,
Peter Gabriel,Progressive rock,rock,singer-songwriter
Ilene Woods,cinderella,Soundtrack,female vocalists
Link Lewis,
Taiu,argentinian,argentina,Jerk
Pilar Pascual,spanish,pop,female vocalists
Matt Simons,pop,indie,singer-songwriter
Rich Music LTD,Reggaeton
Renato Lopez,techno
WOS,rap,argentina,rap argentino
Bryant Myers,Reggaeton,trap,latin
Saint Raymond,british,indie,indie pop
Inner Circle,reggae,jamaican,ska
mgk,rap,Hip-Hop,pop punk
Bruno Coulais,Soundtrack,french,instrumental
Foo Fighters,rock,alternative rock,Grunge
Pretty O.P.,indie-pop
Mc_team,
Tsidii Le Loka,lesotho,Broadway,pop
Ingratax,mexico,Ingratax
Amar Azul,Cumbia villera,cumbia,grupo la noche
Hypesx,
Burbank,USA,american,chicago
Frank Ocean,rnb,soul,Hip-Hop
Sr. Tenga,
Alex Y Fido,Reggaeton,latin,spanish
Jesse Corti,musical,Disney,jesse corti
Sams Sampling,
Emmanuel,emmanuel,spanish,techno
Terry Presume,rap,pop,hip hop
Braga Boys,singer-songwriter,pop,rnb
The Rolling Stones,classic rock,rock,british
Laura Zocca,acoustic,indie,singer-songwriter
Larry Groce,country,folk,Disney
Gustavo Cerati,Rock Argentino,rock,argentina
Claire Machin,
Irwin Kostal,Soundtrack,contemporary classical,american
Tiago PZK,Reggaeton,argentina,contemporary rnb
The Cooks,indie,indie rock,british
Lila Downs,latin,mexico,female vocalists
Asher Roth,Hip-Hop,rap,hip hop
Sharlene,reggae,dance,soca
John Newman,soul,pop,british
Meryl Streep,Soundtrack,musical,female vocalists
Jay Wheeler,latin,puerto rico,Puerto Rican
PJ Harvey,female vocalists,alternative,singer-songwriter
Pepe Quintana,Reggaeton,Latin Urban,puerto rico
Lily Allen,pop,female vocalists,british
Pianoramix,
Tha Boogie,indie,pop,indie pop
Dwayne Johnson,Disney,Soundtrack,USA
Maker,pop punk,Hip-Hop,melodic hardcore
Harper Rems,
Matilda the Musical Original Cast,musical,Soundtrack,Musical theatre
Majestic,Power metal,Progressive metal,reggae
MC WM,brazilian,funk,baile funk
LemonGrass,downtempo,chillout,lounge
Art Garfunkel,folk,singer-songwriter,pop
Wild Weather,
Manu Pozzi,
Black Eyed Peas,Hip-Hop,pop,rnb
Beach Bunny,indie rock,indie pop,pop rock
Charliepapa,venezuela,rock,indie
ScHoolboy Q,Hip-Hop,rap,underground hip-hop
Vozenoff,
PUBLIC,indie pop,Ohio,indie
Wolfmother,hard rock,rock,Stoner Rock
Dobie Gray,soul,northern soul,blues
Local Natives,indie,indie rock,folk
Meditative Mind,mantra,ambient,Meditation
Gloria Trevi,pop,mexican,latin
Naturelle,
Coro Laus Deo,
Gabi Mujica,
Maxi Larghi,acoustic,pop,argentina
Owl City,electronic,indie,powerpop
Ozeanus,
Mark Mancina,Soundtrack,instrumental,composer
Catfish and the Bottlemen,indie rock,indie,british
I'm Glad You Came,
Seinabo Sey,soul,swedish,experimental
El Polaco,spanish,Brutal Death Metal,polski
Mateo Ramírez Velasco,
Generación 12,gospel
Theovox,
Michael Giacchino,Soundtrack,instrumental,composer
Tinie Tempah,Grime,Hip-Hop,rap
Los Caligaris,ska,All,rock
Ne-Yo,rnb,soul,Hip-Hop
Burak Yeter,House,turkish,electronic
Zoe Gotusso,pop,argentina,indie folk
Lauren Ruth Ward,rock,female vocalists,indie
Uníssono,
Luis Miguel,latin,boleros,spanish
Télépopmusik,electronic,chillout,trip-hop
herfallenmind,
Kesha,pop,dance,electropop
Example,Hip-Hop,electronic,british
João Lucas & Marcelo,brazilian,neymar,Sertanejo Universitario
Viola Beach,indie rock,indie,england
ArrDee,rap,hip hop,brighton
Nikki Blonsky,Hairspray,Soundtrack,musical
Easy Giant,funk_add_to_lidarr_batch_8
La Beriso,Argentine Rock,argentina,avellaneda
Noise Makers,
James Morrison,singer-songwriter,pop,british
Becky G,pop,female vocalists,rap
TWOPILOTS,french,House,tropical house
Jeites,Fusion
Peach Tree Rascals,indie,hip hop,indie pop
La Pereztroica,
Jeeiph,venezuelan,venezuela
Luis Leonardo Suárez,
Emma Thompson,UK,pop,Love Actually
The Jungle Giants,indie pop,indie,australian
Alexandra Stan,pop,dance,House
Fountains Of Wayne,power pop,rock,alternative
Killian Donnelly,ireland,Musical theatre,west end
Ulises Bueno,argentina,argentinian,Cuarteto
Leo Rizzi,spanish,spain,pop
ORO600,duo,argentina,producer
Simon Grossmann,latin,pop,latino
The 1975,indie,indie rock,british
Nickelback,rock,alternative rock,hard rock
Stereo Dub,chillout,jazz,jamaica
Eve,Hip-Hop,rap,female vocalists
Ecstatix,
Ziv Zaifman,actor,United States,the greatest showman
Musicologo Y Menes,Latin Urban,Reggaeton
Rincón De Luz,teleseries,argentina,Cris Morena
Young Money,Hip-Hop,rap,young money
Damien Rice,singer-songwriter,acoustic,folk
AREA21,electronic,indie,dutch
NATTI NATASHA,Reggaeton,pop,bachata
Gregory Alan Isakov,folk,singer-songwriter,acoustic
The Chordettes,50s,oldies,female vocalists
Simple Minds,new wave,80s,rock
The Red Robin Quartet,jazz
Colony House,indie rock,indie,indie pop
Bring It On: The Musical - Original Broadway Cast,musical,american,musicals
El Joan,
Matias Deago,
Adrian del Bel,
Adrian Lux,House,electronic,swedish
Johannes Brahms,Classical,romantic,german
Maxi Trusso,electronic,electropop,electronic rock
DELLAFUENTE,rap,Hip-Hop,18100
Dimitri Vegas & Like Mike,House,electronic,Progressive House
Disko Junkie,House
DVBBS,House,electronic,Canadian
Nathalie Hazim,latin pop,pop,female vocalists
Omarion,rnb,Hip-Hop,pop
Current Joys,indie,indie pop,indie rock
J Alvarez,Reggaeton,rap,lo mejor
Voz Propia,post-punk,Gothic Rock,Peru
Natty Bong,reggae,chillout,female vocal
Kaleb Di Masi,Reggaeton,argentina,based
Kyle Sparkman,funkadelic,contemporary jazz
Sammy Davis Jr.,jazz,swing,oldies
Garrett Adair,
Michael Park,musical,american,Broadway
Dick Van Dyke,musical,Soundtrack,actor
Alexandre Desplat,Soundtrack,instrumental,Classical
The Clash,punk,punk rock,british
Coro Marana-tha,
Dave Edmunds,rock,classic rock,singer-songwriter
Luan Santana,sertanejo,brazilian,pop
Cab Ellis,
JVKE,indie pop,pop,indie
CSS,electronic,indie,brazilian
Matt Maeson,indie rock,indie,alternative
Ziem,
Chichee,
Sui Generis,Rock Argentino,argentina,70s
Kainbeats,instrumental hip-hop,electronic,chillhop
Roberto Goyeneche,tango,argentina,tango argentino
Mati Guerra,
Abc Spanish in Motion,
AC/DC,hard rock,classic rock,rock
Kupla,chillout,ambient,Lo-Fi
Ritt Momney,indie pop,indie,USA
The Zooeys,indie rock,power pop,blues rock
Workout Music Tv,
La Champions Liga,cumbia,La Champions Liga,Cumbia villera
COIN,indie,indie rock,indie pop
DosogasTeam,
Sleeping Voyage,
Fyahbwoy,spain,latin,spanish
Sowetness,
Ungdomskulen,norwegian,indie rock,scandinavian
Juliàn,belgian,chillout,Lo-Fi
Los Pericos,reggae,ska,argentina
Grupo Tradição,sertanejo,brazilian,lesser known yet streamable artists
Octavian,Grime,rap,hip hop
Madness,ska,british,new wave
VI-EM,All,cumbia,cumbia pop
Hillsong Young & Free,christian,pop,gospel
Nicky Jam,Reggaeton,latin,pop
Florence + The Machine,
BONSER,
Young Thug,Hip-Hop,trap,rap
Everclear,alternative rock,rock,alternative
Nick Mulvey,singer-songwriter,acoustic,british
Dance Time Trio,
Liam Fitzgerald,
Edward Sharpe & The Magnetic Zeros,folk,indie,indie folk
Good Morning,Lo-Fi,indie,rock
Bishop Briggs,indie,british,pop
Olivia Foa'i,Tuvalu,Soundtrack,New Zealand
The Buttertones,surf rock,indie rock,Garage Rock
Narayan Sethi,
Tokischa,rap,Reggaeton,dembow
Ashley Tisdale,pop,female vocalists,dance
Jamie Lawson,singer-songwriter,folk,british
Alfie Templeman,indie pop,indie rock,UK
Adam Levine,pop,male vocalists,maroon 5
Umar Mash,
Skank,pop rock,brazilian,rock
Clean Bandit,electronic,indie,british
Yes,Progressive rock,classic rock,rock
softy,Lo-Fi,electronic,chill
Outkast,Hip-Hop,funk,rap
Fran Argiro,
Sou El Flotador,trap,Reggaeton
Tracy Chapman,female vocalists,folk,singer-songwriter
Sade,soul,jazz,female vocalists
Lewis Capaldi,pop,Scottish,singer-songwriter
Bridgit Mendler,pop,Disney,female vocalists
Tobÿ,
Jennifer Damiano,Broadway,Musical theatre,musicals
Los Lopez,
DJ Cobra Monterrey,
Justin Quiles,Reggaeton,latin,puerto rico
No Te Va Gustar,rock,uruguay,Rock uruguayo
Sam MacPherson,USA,funk_add_to_lidarr_batch_23
Joshua Bassett,pop,Disney,my top songs
Biig Piig,indie,rnb,downtempo
Fat Boys,Hip-Hop,old school,rap
Man Ray,acid house,electronic,british
Freedom Dub,chillout,dub,reggae
Röyksopp,electronic,chillout,ambient
Kehlani,rnb,pop,soul
Jon Secada,pop,latin,90s
Israel B,rap,hip hop,trap
The Kooks,indie,indie rock,british
Grupo Revelação,Pagode,samba,Grupo Revelacao
Natalie Imbruglia,pop,female vocalists,australian
Nuestro Romance,
Reyno,All,rock,mexico
Circa Waves,indie rock,indie,british
Kansas,Progressive rock,classic rock,rock
Mateo Ribak,
Víctor Trujillo,
Erik Eriksson,
Sia,female vocalists,indie,chillout
Nicky Romero,House,electronic,electro house
DJMashup,
Beny Jr,drill,trap,rap
El Cómodo Silencio De Los Que Hablan Poco,chile,emo,post-rock
Kapo,acoustic,Colombia
Crazy Frog,electronic,dance,pop
Mm ASJA,
Tobu,House,electronic,ncs
Sienna Kelly,
Hacer el Amor Musica Collective,
The Sun Goes Down,post-hardcore,Progressive rock
Jess Glynne,pop,british,female vocalists
Pacific,Drum and bass,electronic,neurofunk
Arlie,japanese,j-pop,indie
Gene Loves Jezebel,Gothic Rock,post-punk,new wave
Opetaia Foa'i,samoa,New Zealand,folk
Stephen Bishop,classic rock,pop,70s
Jeremías,pop,rock,latin pop
Dead In Shibuya,
ITA - CACHAO,
Milky Chance,indie,indie rock,reggae
Felix Alvarez,
Paulo,phonk
Charly Black,dancehall,reggae,jamaica
Emmit Fenn,electronic,american,ambient
Gipsy Kings,Flamenco,latin,spanish
Chano Moreno Charpentier,
Olly Alexander (Years & Years),pop,electronic,dance
Madame Gandhi,electronic,female vocalist,political
Los Huayra,folklore,argentina,folklore argentino
MC Kekel,funk,brazil,baile funk
Carmen Twillie,Soundtrack,Disney,pop
Armando Gama,Eurovision,Eurovision Song Contest,ESC
Beach Weather,indie,indie rock,rock
Boyz II Men,rnb,soul,90s
Mark Mothersbaugh,Soundtrack,instrumental,electronic
Chilly Gonzales,piano,electronic,Canadian
Jim Croce,folk,singer-songwriter,classic rock
Lago Robot,
Laura Migliorisi,
Naturalis,nature sounds,Sleep
Bruno Major,soul,rnb,british
GLXO,
Paul Cless,rnb,french,male vocalists
La Divaza,gay jew
Xantos,dominican republic
Vinícius,Bossa Nova,brazil,brazilian
Deyco,
The Hives,Garage Rock,rock,indie
Christian Leave,depressing indie shit,rock,pop
Water Science,relax,relaxing,nature sounds
Bryan Ferry,glam rock,new wave,80s
Karol Conká,rap,Hip-Hop,brazilian
Pavl Snow,
Semisonic,alternative rock,rock,alternative
M83,electronic,shoegaze,post-rock
Lime Cordiale,indie,australian,indie pop
The Uniques,rocksteady,reggae,ska
Once On This Island Storytellers,
Attaque 77,punk rock,Rock Argentino,punk
USHER,rnb,Hip-Hop,pop
The Fray,alternative,rock,piano rock
Alan Sutton y las criaturitas de la ansiedad,argentina
Joaquin Ochoa,
Carl Bagge Trio,jazz
Wild Cherry,funk,Disco,soul
Conociendo Rusia,argentina,pop,overrated
Popp Hunna,rage,pop rap,trap
The Sh-Booms,Garage Rock,jazz,soul
Meesha Garbett,Matilda The Musical
Hugo Lobo,reggae,ska,argentina
Tomi Reig,
Nico Rosevear,
Blossoms,indie,indie rock,british
Dananananaykroyd,indie rock,post-hardcore,indie
BM,k-pop,pop,rap
Glee Cast,musical,Soundtrack,glee
China Anne McClain,pop,Disney,female vocalists
George Martin,Soundtrack,jazz,composer
Raquel Sofía,rnb,latin,mexican
Bantu,afrobeat,reggae,nigeria
Run River North,indie,folk,indie rock
Cavetown,indie pop,indie,pop
YG,Hip-Hop,rap,west coast
Sixpence None The Richer,pop,female vocalists,alternative
Christine Pray,
Sticky Fingers,indie,australian,rock
Kev Thompson,
Noah Cyrus,pop,female vocalists,dance
Beirut,folk,indie,indie folk
Young Fathers,Hip-Hop,experimental,rap
Jorge Drexler,singer-songwriter,uruguay,cantautor
Marcelo Rezende,Bossa Nova
Duffy,soul,female vocalists,british
Fleetwood Mac,classic rock,rock,70s
PARCEL,USA
Helena,eurobeat,french,female vocalists
Jamiroquai,funk,acid jazz,electronic
Daria Fisher,electronic,experimental,modular synth
Babasónicos,Rock Argentino,rock,argentina
Quinn XCII,pop,electronic,Hip-Hop
Lin-Manuel Miranda,musical,hamilton,fucking genius
Bruce Adler,Soundtrack,Disney,musical
Carmela Barsamián,
SOB X RBE,rap,hip hop,Hip-Hop
Live,alternative rock,rock,alternative
RELAX CANDY,
Hum Humming,
PJ Morton,rnb,soul,gospel
Crowded House,rock,pop,80s
Us The Duo,folk,pop,duo
Joesef,soul,pop,Scottish
Pitbull,Hip-Hop,rap,Reggaeton
Childish Gambino,Hip-Hop,rap,hip hop
Vinyl Hotel,
Giorgio Moroder,Disco,electronic,synthpop
Soccer Gladiators,
El Canto Del Loco,spanish,rock,pop
Barns Courtney,singer-songwriter,folk,alternative
Sara Bareilles,female vocalists,pop,singer-songwriter
Doja Cat,pop,rnb,rap
Paulina Rubio,pop,latin,Paulina Rubio
Tobiah Frei,
El Jarra,
Danilo Montero,Musica Cristiana,adoracion,gospel
San Cisco,indie pop,indie,australian
Primus,funk metal,alternative rock,alternative
LUPE,dutch,folk,Gothic Rock
Howl,Sludge,sludge metal,stoner metal
Triángles,
Prides,synthpop,indie,LastfmSC
Seguridad Social,rock,spanish,Spanish Rock
Donald Fagen,singer-songwriter,jazz-rock,jazz
amies,Lo-Fi,electronic,netherlands
Little River Band,classic rock,70s,soft rock
Alejandra Guzman,pop,mexico,rock
Sante Les Amis,dance,rock,uruguay
Soweto,ska,samba,Pagode
Agrupación Marilyn,spanish,argentina,cumbia
Mishelle Master Boys,
Alex Gargolas,puerto rico,Reggaeton,Alex Gargolas
zzoilo,spanish,pop,spain
Giovanni Vivanco,
Sublime Harp,
Big Sean,Hip-Hop,rap,hip hop
Amara Okereke,
Gallina Pintadita,
Anakena,venezuela
Limone M,noise
Bob Moses,House,deep house,jazz
Olga Lucía Vives,Colombia,colombian
Bob Sinclar,House,dance,electronic
Bethel Music,worship,christian,Bethel Live
Los Secretos,pop,80s,spanish
Drew Holcomb & The Neighbors,folk,singer-songwriter,christian
Flume,electronic,chillout,wonky
Mar Antunes Fernández,
Temple Sour,indie,rock,reggae
Albert Posis,acoustic,feel good,r&b
Sheet Music Boss,piano,instrumental,pianist
.clouds,Lo-Fi,instrumental,to tag
Dura DJ,
Chano,pop,pop rock,cocaine
Don Toliver,rap,trap,Hip-Hop
Julian Serrano,
Tango,Drum and bass,jungle,Drum n Bass
Malena Villa,pop,argentina,Brr brr patapim
Grace VanderWaal,pop,singer-songwriter,indie pop
Four Winds,nature sounds
Julio Iglesias,latin,spanish,pop
Treekoo,
El Tri,rock,Rock en Espanol,rock mexicano
Bicicletas,indie rock,indie,argentina
Dick Dale & His Del-Tones,surf rock,Surf,rock
Galt MacDermot,musical,Soundtrack,funk
Luiz Bonfá,Bossa Nova,jazz,brazilian
Abel Pintos,argentina,folklore argentino,folk rock
Mimi Maura,ska,reggae,argentina
Alexis y Fido,Reggaeton,latin,spanish
Patrick Scott,
Perras on the beach,argentina,indie rock,indie pop
Lore y Roque Me Gusta,argentinian,argentina
Tash Sultana,indie,alternative,australian
Ruthie,indie pop,indie rock,british
Marcelo D2,Hip-Hop,rap,brazilian
Villazul,
Cliff Edwards,jazz,ukulele,20s
Beach Fossils,Lo-Fi,indie,surf rock
Patricio Rey y sus Redonditos de Ricota,argentina,Rock Argentino,rock
Dire Straits,classic rock,rock,80s
George Michael,pop,80s,british
True White,
El Cebo,
The Cast of Roald Dahl's Matilda The Musical,
Party Pupils,future bass,House,dance
Team Of Sounds,under 2000 listeners
Crystal Fighters,electronic,dance-punk,electro
Ventino,pop,Colombia,latin
Bob Tostes,Bossa Nova,pop,brazil
Amenazzy,dominican republic,latin
Ceci Bastida,pop,latin,spanish
Presley River,
Will Smith,Hip-Hop,rap,pop
Collective Soul,alternative rock,rock,alternative
Casper White,
Paper Route,indie,electronic,indie rock
Ozonezzz,white-noise
Stephen Marley,reggae,roots reggae,jamaica
Caracol Lito,
cxlt.,electronic,netherlands,instrumental hip-hop
James Ingram,soul,pop,adult contemporary
1915,indie,rock,Rock Pop
Noir Blanc,laowai,Hip-Hop
ICE-T,Hip-Hop,Gangsta Rap,rap
SMASH Cast,musical,Soundtrack,pop
Stone Sour,hard rock,alternative metal,metal
Coros - La Bella Durmiente,
Naeleck,electro,french,tokyo
George Harrison,classic rock,rock,singer-songwriter
Daniel Andrés,House,electronica,Colombianos en el Exterior
Un Corazón,worship,alabanza,mexico
The Nicol Kings,
Wes Walker,
Molotov,rapcore,mexican,alternative
EVAN GIIA,electronic,pop,indie dance
Diplo,electronic,Hip-Hop,trip-hop
Black Rebel Motorcycle Club,rock,indie rock,alternative rock
Anton,death metal,pop,post-punk
J Abdiel,raggaeton
xander.,Lo-Fi,electronic,United States
Hans Wolfgang Ziegler,guitar
Souls Extolled,
Arrecife,hard rock,rock chile,chile
Wisin & Yandel,Reggaeton,latin,dance
James BKS,rap,Hip-Hop,trap
S'enfoncer Dans Le Paradis,
Titi Moreno,
Lil Wayne,Hip-Hop,rap,Dirty South
Grace Stein,
Covered Up,
Piñon Fijo,kids,argentina,infantil
Eduard Doncos,
Jeremy Irons,Soundtrack,Disney,I could listen to these men talk all day
Mex Urtizberea,
Vanilla Ice,rap,Hip-Hop,90s
Peter Cetera,80s,pop,classic rock
Tan Chin,
Rosa Linn,Eurovision,pop,Armenian
Mesita,indie,experimental,american
Anika Noni Rose,dreamgirls,Soundtrack,musical
Daft Punk,electronic,House,dance
OneRepublic,pop rock,rock,alternative
Nacho Radesca,
Gérard Calvi,Soundtrack,french,france
Heidy,
Carlos Sadness,spanish,indie,folk
DJ Roma,
Ritchie Valens,Rock and Roll,50s,rockabilly
BAMBI,Disney,Soundtrack,musical
Tom Grennan,indie pop,indie,pop
Victor Hafichuk,
John Williams,Soundtrack,Classical,instrumental
Siddhartha,Progressive rock,krautrock,rock
Tones And I,pop,australian,indie pop
Wet Wet Wet,pop,80s,soft rock
Projota,rap,Hip-Hop,Rap Nacional
Green Valley,reggae,spain,ragga
Steve Lacy,free jazz,jazz,rnb
Reverend And The Makers,indie rock,indie,british
Sean Paul,dancehall,reggae,Hip-Hop
Chris Jedi,Hip-Hop,Reggaeton,latin
Lenine,mpb,brasil,brazilian
Los Pibes Chorros,Cumbia villera,cumbia,argentina
Winyah,
Los Bonnitos,All,argentina,cumbia
junodream,alternative rock,alt,Progressive rock
Des Rocs,rock,alternative rock,indie rock
zeck,indie,pop
Monique Kessous,Bossa Nova,brazilian,female vocalists
Intoxicados,Rock Argentino,rock,argentina
Madeon,electronic,dance,french
Canciones infantiles Loulou & Lou,
Alok,electronic,dance,EDM
Proyash,
Alexia,eurodance,pop,dance
Simon & Garfunkel,folk,classic rock,singer-songwriter
Arden Jones,indie,singer-songwriter,los angeles
Bienaventurados,
Valdervande,
Los Caballeros De La Quema,rock,argentina,Rock Argentino
Duran Duran,new wave,80s,pop
Kyoresu,cover,english,spanish
Leyma,indie,hip hop,indie pop
Benjamín Amadeo,latin,pop,argentina
Piano Pianissimo,piano,instrumental
Janaína,
Miau Trío,chill,jazz,girl power
DJ Tao,fiesta,boliche,joda
Los Abuelos De La Nada,Rock Argentino,rock,argentina
Ivan Noble,singer-songwriter,rock,argentina
Rufus Bellefleur,Grunge,country,french
Marcos Rodriguez,House,electronic,spain
Bandalos Chinos,argentina,rock,alternative
Sleep, Study, Focus,nature sounds
Iron & Wine,folk,indie,singer-songwriter
Neon Trees,indie,alternative,indie rock
Coro Así Rezamos (Colegio Pilgrims'),
La Reserva,
PARAISO,rock,80s,House
ECKO,rap,latin,spanish
Plain White T's,indie,pop punk,rock
Adrian Abonizio,
Eze Gruber,
beabadoobee,indie pop,indie rock,indie
Coolio,rap,Hip-Hop,90s
Dj Kass,United States,USA,Dominican roots
Evlay,instrumental,electronic,argentina
REO Speedwagon,classic rock,rock,80s
Roy Orbison,classic rock,rockabilly,60s
Goodboys,UK,House,british
Thomy DJ,
Sublime With Rome,reggae,ska,ska punk
Kristen Bell,rock,Love,cool
Carolina Domenech,
Noise Nirvana,
Mura Masa,electronic,future bass,chill trap
Pro Sounds of Nature,
Bazzi,rnb,pop,american
Martín Valverde,catholic,christian,costa rica
Adam Bü,
Relaxing Jazz Music, Smooth Chill Dinner Background Instrumental Songs,
joyvegas,
Christine Baranski,Soundtrack,american,female vocalists
George Benson,jazz,Smooth Jazz,soul
Historic Site,under 2000 listeners
Klofs,
Emiliano Blangero,Italy,piano
Fran Tapia DJ,
OTA El Hipopotamo,
Two Feet,indie,blues rock,electronic
Eagle-Eye Cherry,rock,pop,alternative
Eric Clapton,blues,classic rock,blues rock
José Feliciano,latin,folk,singer-songwriter
Engel Montaz,
Phil Collins,pop,80s,rock
Sounds from Above,
RUGGERO,sexy,latin,italian
ARON,spanish,jazz,ambient
My Federation,indie,rock,indie rock
Renata Toscano,
Gativideo,argentina
JAWNY,Lo-Fi,indie pop,bedroom pop
Los Totora,All,argentina,argentinian
Sixth Finger,chillout,Bossa Nova,trip-hop
Yuawi,
The Police,rock,new wave,classic rock
Y2K,electronic,rap,Hip-Hop
MC Fioti,Funk Carioca,funk,pop
Teddybears,electronic,swedish,indie
Frank Churchill,Soundtrack,Disney,american
Sean Kingston,rnb,Hip-Hop,reggae
Michael Lucarelli,classical guitar,classic,USA
Beéle,Colombia,latin,pop
The Verve,britpop,rock,alternative
Jonathan McReynolds,I love this song,gospel,Contemporary Gospel
Louis The Child,electronic,future bass,nu disco
Danny Ocean,Reggaeton,electronic,venezuela
María Elena Walsh,argentina,folk,female vocalist
Josef Homola,ambient,new age,chill out
Martin Jensen,dance,House,tropical house
Joaquín Sabina,cantautor,spanish,singer-songwriter
Hannah & Maggie,acoustic,folk,indie
Peter Bjorn and John,indie,swedish,indie pop
Farandula Boys,latin,world,Reggaeton
Linkin Park,Nu Metal,rock,alternative rock
Deep Divers,ambient,chillout,chill
Fredrik Ferrier,USA
Los Campesinos!,indie pop,indie,british
Grateful Dead,Psychedelic Rock,classic rock,psychedelic
Marc Pociello,
Virgin Suicide,punk,Grunge,indie rock
Jandino,pop,latin,latin pop
Red Hot Chili Peppers,rock,alternative rock,Funk Rock
Lil Tecca,rap,Hip-Hop,trap
Valerio Castilla,
Omar Diaz,
Marc Seguí,spanish
Lola Indigo,spanish,dance,spain
Beth,pop,spanish,female vocalists
Germaine Franco,instrumental,Soundtrack,USA
The Doobie Brothers,classic rock,rock,70s
The Cave Singers,folk,indie folk,americana
Oscar Castaño Chavez,
La Ley,rock,chile,Latin Rock
Danay Suárez,soul,latin,rap
Juanka Cassane,
Row Rocka,dutch,All,big room
Cris Morena,
Yerba Brava,Cumbia villera,cumbia,argentina
Gala,dance,pop,eurodance
Bone Thugs-N-Harmony,Hip-Hop,rap,Gangsta Rap
Aries,Progressive rock,rap,Hip-Hop
Lusaint,soul,jazz,indie pop
Louis Tomlinson,pop,pop rock,british
Ive & Eve,
Lebo M.,Soundtrack,african,Lion King
Social House,pop,singer-songwriter,american
Xenon,eurodance,hard rock,AOR
Thomas Newson,dutch,House,electro
Born Ruffians,indie rock,Canadian,indie
Ana Torroja,spanish,pop,female vocalist
Wisin,Reggaeton,latin,dance
Ilegales,rock,Spanish Rock,punk rock
El Alfa,dembow,Reggaeton,latin
Dido,pop,female vocalists,chillout
Mexican Institute Of Sound,electronic,mexican,electronica
Spaghetti Western,flaneur,s,3hive
AnnenMayKantereit,german,indie,singer-songwriter
The Smiths,post-punk,indie,new wave
MC Teuzin PV,brazil,brazilian
Onze:20,reggae,pop rock,brazilian
The Knack,rock,new wave,classic rock
Osito Panda Band,
Dax Riders,House,electronic,french house
Kimiko Glenn,musical,Soundtrack,Broadway
Roberto Carlos,mpb,Jovem Guarda,brazilian
Gwen Stefani,pop,female vocalists,dance
Adri Navarro,
FINNEAS,indie pop,alternative,singer-songwriter
Bruninho & Davi,sertanejo,sexy,brazil
Animal Kingdom,indie,indie rock,britpop
The Chainsmokers,electronic,pop,House
René Watz,white noise
Fools Garden,pop,rock,britpop
General Soundbwoy,jamaica
Mister Cumbia,funny,parody,cumbia
Charlton Heston,spoken word,USA,United States
Eternal Raijin,instrumental hip-hop,beats,cringe
Wavelab,
Elvis Drew,germany
Macaco,spanish,Fusion,latin
Vanessa Hudgens,pop,female vocalists,Disney
Zak Manley,
Omar Courtz,rap,Hip-Hop,latino
The Horn,black metal,electronic,dark ambient
Lana Del Rey,indie,female vocalists,indie pop
Luis Fonsi,latin,pop,latin pop
Gianna Nannini,italian,rock,female vocalists
Spuddy,
Julio Miguel,
The Citizens of Halloween,Soundtrack,instrumental,composer
El Kuelgue,palermitano,rock,argentina
No Doubt,rock,ska,pop
Sherry Finzer,new fusion flute new age
Elizabeth Dupeyron,
Greeicy,latin pop,spanish,Reggaeton
HoKø,lofi,france,instrumental hip-hop
Lupita Pérez Arias,
Another Dimension,Melodic Death Metal,trance,visual kei
The BPA,electronic,big beat,fatboy slim
R. City,rnb,power pop,Hip-Hop
Freya Ridings,indie pop,pop,piano
Nathan Taylor,techno,minimal,tech-house
Los Ángeles Azules,cumbia,los angeles negros,Spanish Music
Jordan Francis,pop,Soundtrack,Disney
Guille Preda,
Gary Moore,blues rock,blues,hard rock
Iamcloud,electronic
The Righteous Brothers,soul,oldies,60s
FPR,
Dontcry,Lo-Fi,electronic,dutch
Travis Scott,Hip-Hop,trap,rap
Sick Individuals,House,electronic,dance
CNCO,pop,latin,Reggaeton
José González,acoustic,singer-songwriter,folk
Ey Walha,
Fontane,Pop-punk
MC G15,funk,brazilian,Funk Carioca
Maverick Dj,
Ocean Wisdom,rap,Grime,Hip-Hop
Rev Music,ccm,christian,worship
Romaric,
Rosemary Clooney,jazz,female vocalists,oldies
Jung Kook,k-pop,pop,Korean
La Nueva Banda Timbiriche,pop,spanish,latin pop
Michael Ball,male vocalists,contemporary classical,musicals
Chorus - Hercules,
Stephen Schwartz,musical,Broadway,Soundtrack
Ashley Kutcher,pop,singer-songwriter,indie folk
MC Bin Laden,experimental,Avant-Garde,post-funk carioca
Puro Perreo,
Sarah McLachlan,female vocalists,singer-songwriter,pop
Frank Sinatra,jazz,swing,oldies
Mahalia,rnb,soul,indie
Tomkat,rap,hip hop,electronic groove
Deorro,House,dance,Progressive House
Modest Mouse,indie rock,indie,alternative
Music Factory,funk,hip hop,mashup
Santi Cocina,
La Base,Cumbia villera,cumbia,la base
Dj LK da Escócia,brazil,funk,baile funk
Jon Bellion,hip hop,electronic,Hip-Hop
Willy Crook,funk,80s,soul
Los Twist,new wave,rock,argentina
J Balvin,Reggaeton,pop,colombian
Lng Sht,mexico,rap,hip hop
Federico Kempff,
Teenangels,pop,argentina,casi angeles
Nat King Cole,jazz,swing,blues
Golden Ganga,reggae,mexico,musica libre
Alabama,country,Southern Rock,Alabama
Claire Rosinkranz,pop,indie pop,my top songs
Lifehouse,rock,alternative rock,alternative
Freq Molecule,
