artistName,tag1,tag2,tag3
MC Kevinho,funk,pop,Funk Carioca
Maria Augusta,Bossa Nova,brazilian,female vocalists
Miguel Alejandro,cumbia,Cuarteto
Footsie,Grime,dubstep,Hip-Hop
Daniel Kaede,instrumental,guitar,acoustic
#TocoParaVos,uruguay,cumbia,cumbia cheta
Fizzonaut,
Tito "El Bambino",Reggaeton,latin,spanish
Enrique Santos Discépolo,argentina,male vocalist,tango argentino
Vicetone,House,electronic,Progressive House
Tobias Gerard,
DJ Liendro,
"Earth, Wind & Fire",funk,soul,Disco
Silvina Moreno,argentina,latin,female vocalists
Aretha Franklin,soul,jazz,female vocalists
Mr. Probz,Hip-Hop,dutch,rap
Huevo,argentina
ABBA,pop,Disco,70s
Pijama Party,cumbia,cumbia pop,cumbia-pop
Cañaman,reggae,spanish,spanish reggae
Far East Movement,Hip-Hop,electronic,electro hop
Mini Mansions,psychedelic,indie,indie rock
Poppy Ajudha,soul,rnb,british
Liam Payne,pop,rnb,british
Höper & Lundgren,Sweden,jazz
Ben Harper And The Innocent Criminals,singer-songwriter,rock,acoustic
Airbag,Progressive rock,rock,norwegian
Agustin Bernasconi,
Maia Reficco,latin,pop,female vocalists
Pooh,italian,pop,rock
K.o.o.l.t,
Avicii,House,electronic,dance
Fedu DJ,
Dolly Parton,country,female vocalists,singer-songwriter
d Henry Fenton,acoustic,americana,melodic
Cali Y El Dandee,spanish,pop,Colombia
Mark Knopfler,rock,classic rock,singer-songwriter
Marconi Union,ambient,downtempo,post-rock
Kevin Johansen,argentina,Rock Argentino,Latin folk
InnerCut,rap,hip hop,Hip-Hop
Clement Marfo & the Frontline,Grime,rap,Hip-Hop
Cash Cash,powerpop,electronic,pop
Ringo Starr,classic rock,rock,british
Abc Dialect,dance,electronic,UK
Hollow Coves,australian,singer-songwriter,folk
azayaka,United States,instrumental,chill
sebastian caviglia,
Grace Phipps,pop,USA,beautiful woman
John Powell,Soundtrack,instrumental,composer
Trevor Morris,Soundtrack,instrumental,Classical
Eros Ramazzotti,italian,pop,italian pop
La Gusana Ciega,Rock en Espanol,rock mexicano,rock
Audra McDonald,female vocalists,Broadway,female vocalist
Los Amigos Invisibles,funk,acid jazz,latin
Juliana Gattas,dance-pop,pop,synthpop
Jack Johnson,acoustic,singer-songwriter,chill
Bnxn,afrobeats,nigeria,afrobeat
Black Sabbath,heavy metal,hard rock,classic rock
Kasabian,indie,indie rock,british
Luther Vandross,soul,rnb,male vocalists
Casper Caan,indie pop,pop,eletronic
Nikki Pennie,
Kari Jobe,worship,christian,female vocalists
Mc Leo da Baixada,funk,brazilian,baile funk
Los Wachiturros,latin,argentina,cumbia
Rend Collective,folk,christian,worship
Mandy Moore,pop,female vocalists,rock
Sebastián Cortés,spanish,spain,spanish or latin artists
Majo y Dan,latin,jazz,spanish
Commodores,soul,funk,70s
The Bloody Beetroots,electronic,electro,dance
Grace George,
khai dreams,chill,Lo-Fi,rnb
Sleeping Culture,
Jamaican Reggae Star,
William Singe,rnb,pop,trap
Daveed Diggs,Hip-Hop,rap,underground hip-hop
Dara MacMahon,
Natalie Cole,jazz,female vocalists,soul
Vai Mahina,pop,Soundtrack,New Zealand
Boomerang,Power metal,rock,hard rock
Navos,House,UK,deep house
Diego Moreira,
Linus Xio,
Pepe Crespo,
Elvis Costello & The Attractions,new wave,rock,singer-songwriter
The White Stripes,rock,alternative rock,alternative
Leroy Anderson,Classical,orchestra,easy listening
The Rumour Said Fire,danish,indie,folk
Delirio Mix,
Lucas Perezz,
Zachary Dawes,
Mike Faist,Broadway,american
Tom Ellenhag,acoustic,instrumental,acoustic guitar
Sammy Adams,Hip-Hop,rap,hip hop
Dancing Mood,ska,reggae,argentina
mustbejohn,
Kristin Chenoweth,Broadway,female vocalists,musicals
KOBU,
Cheryl Freeman,Disney,musical,alan menken
Mano Arriba,cumbia,latin jazz,harsh noise
Ziggy Alberts,singer-songwriter,folk,All
Fabricants of Noise,
Avelino,Grime,UK,rap
Ariana Grande,pop,rnb,female vocalists
Nature Sounds,Nature,ambient,Field Recording
Calle 13,latin,Reggaeton,hip hop
Big Yamo,Reggaeton
Jessie Mueller,musical,american,Broadway
Dani Garcia,pop,pop rock,Popcorn
Scientists of Noise,
Cleo y Cuquín - Familia Telerín,
Waka Flocka Flame,Hip-Hop,rap,Dirty South
Don Patricio,locoplaya,spanish rap,rap
JMP,
La Casa Azul,indie pop,pop,spanish
Alan Gomez,spanish,argentina,cumbia
Vuelta Canela,
Third Day,christian rock,christian,contemporary christian
Bryan "BrySi" Simon,gaming,nerdcore
Kurt Cobain,Grunge,rock,singer-songwriter
James Jackson Jazz Trio,jazz,instrumental,NYC
Jaime Urrutia,rock,Rock 'n' Roll,rock en español
Blaq Jerzee,afrobeat,african,nigerian
Lennon Stella,indie pop,country,indie
Camila Cabello,pop,female vocalists,dance
fenekot,pop,Sleep,cover
4 Non Blondes,rock,alternative rock,90s
Fito Paez,Rock Argentino,rock,Rock en Espanol
Raphael,visual kei,french,spanish
Irma Alvarez,
Ainda,folk,argentina,indie
Mike Bahía,latin,pop,latin pop
Jake Bugg,folk,british,indie
Mak King,Cumbia villera
Danny Romero,House,spanish,Acid Rock
John C,trap,argentina
Vacations,indie rock,indie pop,indie
Irasema Terrazas,musical,world,GS1425
Misa Bee,
Renzo Pianciola,
Libronics,
Wale,Hip-Hop,rap,hip hop
Banana,Progressive rock,electronic,Progressive
Elenco de BIA,pop,latin,latin pop
Free Worship,
Eden Nash,
Cut Copy,electronic,indie,australian
Brad Paisley,country,modern country,singer-songwriter
Zona Ganjah,reggae,reggae con sentido,argentina
Nathalie Tye,
Beret,rap,japanese,spanish
Diego Dominguez,
Dawn, Dawn, Dawn,
Zenon Pereyra,
Ruel,pop,indie pop,australian
KVSH,eletronic,dance,brazil
Everybody Loves an Outlaw,USA,Soundtrack,Bad porno movie
Illya Kuryaki & The Valderramas,funk,argentina,hip hop
CantoParaBailar,cumbia pop
Danny Elfman,Soundtrack,instrumental,composer
Evan Rachel Wood,Soundtrack,female vocalists,across the universe
Zoé,rock,indie,alternative rock
Martin Gauffin,ambient,swedish,chillout
The Who,classic rock,rock,british
Thalia,pop,latin,female vocalists
Dan Osorio,
The Dwarf Chorus,Disney,Soundtrack,cartoon
J. Cole,Hip-Hop,rap,hip hop
Aum Balti,
Chule,
Original Cast of Go! Vive A Tu Manera,latin,pop,latin pop
Lyanno,rnb,Reggaeton,urban
Volar para Contar,
Mishashi Sensei,House,phonk,drift phonk
Julieta Venegas,latin,female vocalists,pop
Fran Garro,Fran Garro,Productor musical,remixer
will.i.am,Hip-Hop,rap,rnb
Meaghan Martin,pop,Disney,female vocalists
Café Tacvba,latin,rock,alternative rock
Tiggs Da Author,rap,pop,british
Interpreti dello spettacolo "Bella Ciao",Italy,antifa,italia
Engelbert Humperdinck,oldies,60s,pop
Tenth Avenue North,christian rock,christian,rock
Nick Cave,rock,singer-songwriter,alternative
despejado,
Niall Horan,pop,folk,irish
Ramin Djawadi,Soundtrack,instrumental,composer
Kungs,House,french,dance
Detonautas Roque Clube,rock,brazilian,pop rock
Las Lagrimas,All
13: The Musical Original West End Cast,
The Wailers,reggae,roots reggae,ska
Ronan Keating,pop,irish,male vocalists
La T y La M,cumbia,argentina,cumbia argentina
SINsemilla,reggae,ska,underground rap
The Alan Parsons Project,Progressive rock,classic rock,rock
Leo Maslíah,uruguay,uruguay instrumental
CAZZETTE,House,swedish,electronic
Bossa Bros,
Cheat Codes,pop,electronic,tropical house
Sheck Wes,trap,Hip-Hop,rap
Manu Chao,reggae,latin,ska
IDER,electronic,pop,indie
Leslie Grace,pop,bachata,female vocalists
Britt Nicole,pop,christian,female vocalists
Beck,alternative,indie,singer-songwriter
Elis Regina,mpb,Bossa Nova,brazilian
Alejandro Fernández,latin,mariachi,mexican
Piti Fernández,
Rawayana,reggae,ska,venezuela
Dreamlux,
Dormir Profundo Music,
WALK THE MOON,indie,indie rock,indie pop
Miky Woodz,rap,latin,Hip-Hop
Yasumu,german,electronic,instrumental hip-hop
La Joven Guardia,All,argentina,beat
Lauti Andrade,
DJ MRK,
Al Calderon,pop,Reggaeton,us
Carly Simon,female vocalists,pop,singer-songwriter
Spiritual Reggae Band,reggae,argentina
Aaron Simon Gross,us
Declan McKenna,indie rock,indie,indie pop
Carlos Rivera,latin,pop,latin pop
Ha*Ash,pop,latin,latin pop
Walter Olmos,argentina,argentinian,villera
Nylana,
Mauricio Alen & Ítala Rodríguez,
The La's,britpop,british,indie
Lunay,Reggaeton,latin,Anitta
Tears For Fears,new wave,80s,synth pop
Kameleba,reggae,dub,reggae argentino
Banzai FC,Jazz Rock
Nara,post-rock,polish,RAC
Dick Dale,surf rock,Surf,instrumental
The Royston Club,indie rock,rock,indie
Iggy Pop,punk,punk rock,rock
Trap Of Sounds,
Lea Michele,pop,glee,female vocalists
Goth Babe,dream pop,Lo-Fi,Garage Rock
NahueMC,
Katrina & The Waves,pop,80s,rock
Donavon Frankenreiter,acoustic,singer-songwriter,folk
Virus,Avant-garde Metal,Progressive metal,Avant-Garde
t.A.T.u.,pop,russian,electronic
Heavenly Fluff,under 2000 listeners
WILD,heavy metal,instrumental,latvian
Volgorde,under 2000 listeners
Scorpions,hard rock,classic rock,heavy metal
Sam Feldt,electronic,House,dance
Queens of the Stone Age,Stoner Rock,alternative rock,rock
FIESTA!,
Karen Souza,jazz,lounge,female vocalists
Audiose,
Avril Lavigne,pop rock,pop,rock
Pennywise,punk rock,punk,hardcore
KHEA,trap,Reggaeton,latin
Alcides,villarreal
Alesso,House,electronic,Progressive House
Imitator Tots,
Lykke Li,indie pop,female vocalists,swedish
Dasoul,Hip-Hop,rap,spain
Tipling Rock,indie,USA,Indie-Rock
Duki,trap,latin,argentina
KiD RAiN,UK,british
New World Sound,electronic,electronica,melbourne bounce
MEMESVICES,
Antonio Pinto,Soundtrack,instrumental,score
Floricienta,pop,latin,spanish
Orchestral Manoeuvres In The Dark,new wave,synthpop,80s
Pajaro Sunrise,spanish,folk,indie
Julie and the Phantoms Cast,pop,pop rock,rock
Fuego,merengue,Reggaeton,electronic
Matilde G,Italy,singapore
Steaming Satellites,Progressive rock,space rock,psychedelic
Caro Domenech,
Hombres G,spanish,rock,Rock en Espanol
Kim Petras,pop,german,electropop
Carolina Ross,female vocalists,latin,mexico
PNL,cloud rap,rap,Hip-Hop
Julie Andrews,Soundtrack,female vocalists,musicals
Allysium,piano
Imperio Alabanzas Cristianas,
Pipe Calderón,Reggaeton,All
Heather Headley,soul,rnb,female vocalists
Broke Carrey,
Dominic Cooper,Mamma mia,pop,Soundtrack
Bootleg Rascal,Hip-Hop,dub,alternative
XY Clouds,
Austin Mahone,pop,male vocalists,american
Wax Walls,
Kayrós,
THE ANXIETY,indie rock,alternative,indie
Mary Jane Girls,funk,soul,80s
Paramore,rock,pop punk,alternative
Los G4,
Current Swell,acoustic,Surf,reggae
Tahiti 80,french,indie pop,pop
Alannah Myles,rock,female vocalists,80s
Cristofolini,
Lorde,pop,indie pop,electronic
Prince Royce,bachata,latin music,male vocalists
Atomic Otro Way,dembow
Yahir5Star,
Birdy,folk,indie,female vocalists
Nikita Afonso,
Lukini,
La Superstar De Las Canciones Infantiles,
3 Doors Down,alternative rock,rock,alternative
Good Weather For An Airstrike,ambient,post-rock,experimental
Sublime,ska,reggae,punk
Axe Bahia,Axe,pop,portuguese
Tom Rush,folk,singer-songwriter,acoustic
24kGoldn,Hip-Hop,rap,trap
LMFAO,electronic,Hip-Hop,electro
Francisco,rnb,pop,electro disco
Wild Belle,indie,reggae,indie pop
Trenf,
Mario A. Gonz lez,
Yomille Omar,
Paula Arias Esquivel,princess tiana
The Belle Stars,new wave,female vocalists,pop
Jasmine Cephas-Jones,Broadway,pop,rnb
Coro Alegría de Schoenstatt,
La Oreja de Van Gogh,spanish,pop,female vocalists
Pablo Alborán,pop,spanish,latin
Borja,Post-Metal,drone,shoegaze
Roger Miller,country,folk,classic country
Anna Kendrick,pop,Soundtrack,american
Alfonso Terán,
Mesto,MESCIAK DEBESCIAK,future house,dutch
Chris Pine,actor,country,sexy
Greg Edmonson,Soundtrack,instrumental,folk
Ellie Goulding,female vocalists,electronic,british
Meek Mill,Hip-Hop,rap,hip hop
America,classic rock,rock,70s
É O Tchan,Axe,brazilian,Pagode
Osvaldo,techno,lofi,instrumental hip-hop
Los Auténticos Decadentes,Rock Argentino,rock,argentina
Eddie Sierra,
The Walters,indie rock,indie,indie pop
Sonny Becker Quartet,jazz
NAFTA,rock,soul,indie
Braian Leiva,
90sFlav,Lo-Fi,beats,russian
Annelle Staal,
BaianaSystem,dub,mpb,brazilian
Coro Lagartos,
Contravos,reggae
Gondwana,reggae,latin reggae,chile
DICE,hardcore,russian hardcore,hardcore punk
TroyBoi,trap,electronic,british
Sarah Charles Lewis,
Ardeon,
Donny Osmond,pop,70s,donny osmond
Sebastian Yatra,Colombia,Paulina Rubio,Reggaeton
The Sway,rock,indie,indie rock
Pocho La Pantera,cumbia
Leon Arms,
Greentea Peng,rnb,soul,female vocalists
Red Bull Batalla,spanish,rap,spain
Of Monsters and Men,indie,folk,indie pop
Matt Henry,Matilda The Musical
Reel Big Fish,ska,ska punk,punk
Marama,cumbia,uruguay,cumbia pop
Tata Vega,soul,funk,tata vega
Sufjan Stevens,folk,indie,singer-songwriter
Jiripoca Band,
Lulu Joppert,Bossa Nova,pop,brazil
Phoenix,indie,french,indie pop
SAINTS OF VALORY,alternative,rock,indie
Rauw Alejandro,Reggaeton,dance,sexy
The Beautiful Girls,acoustic,australian,indie
$uicideboy$,cloud rap,Hip-Hop,trap
Julio Peña,pop,Soundtrack,Disney
Arnaldo Antunes,mpb,brazilian,brasil
BTS,k-pop,bts,Kpop
Antonio Birabent,argentina,singer-songwriter,indie
Tez Cadey,House,All,french
Ana Mena,spanish,pop,latin
Sérgio Mendes,Bossa Nova,jazz,brazilian
Bien Dormi,
Sam Smith,soul,pop,british
Fifth Harmony,pop,female vocalists,X factor
BANNERS,indie,indie pop,pop
Spencer Lee,Disney,Soundtrack
Spa Music Collective,
The Skatalites,ska,reggae,rocksteady
Sabroso,español,argentina,Cuarteto
The Late Nighters,jazz
Purple Disco Machine,House,electronic,Disco
Axel Fiks,argentina,indie pop,Progre
TWICE,k-pop,Kpop,Korean
Oliver,House,electronic,pop
DJ -O-,
Halsey,pop,indie pop,indie
Zovaglia,
Jon Z,trap,latin,puerto rico
The Maytals,reggae,ska,rocksteady
Tito Silva Music,shoegaze,j-pop,shibuya-kei
Sharpay Evans,pop,female vocalists,dance
Naughty Boy,electronic,rnb,House
Brunico,
Steve Aoki,electronic,electro,dance
ROSALÍA,pop,Flamenco,spanish
MEDUZA,Power metal,House,electronic
Charly García & The Prostitution,Rock Argentino,argentina,rock
Plastilina Mosh,alternative,mexico,electronic
Agustin KZ,
Pacific Avenue,indie rock,australia,australian
Madilyn Bailey,pop,alternative rock,female vocalists
Javier Ramirez,
Sarah Menescal,Bossa Nova,lounge,jazz
X.L.T,
Los Perez García,
Jaire Juventud Misionera,
The Meridian Studio Ensemble,Soundtrack
Imaginary Future,indie,guitar,finnish
Los Primogenitos,
Dua Lipa,pop,synthpop,electropop
Michael Franks,Smooth Jazz,jazz,vocal jazz
Normani,rnb,pop,soul
TOOL,Progressive metal,Progressive rock,alternative
Kristen Anderson-Lopez,Soundtrack,USA,good songs
Axel Muñiz,mexico,latin,mexican
Freifall,
The Ronettes,60s,pop,soul
Alex Rose,puerto rico,latin,USA
Fred again..,House,electronic,UK Garage
Extreme,hard rock,rock,funk metal
Charmian Carr,Soundtrack,musical,USA
Nancy Adams,Disney,pop,old school disney
Elijah Kelley,musical,Hairspray,Soundtrack
Marco Antonio Solís,Marco Antonio Solis,mexico,spanish
Roxette,pop,80s,rock
Claudia Pizá,
Rae Sremmurd,Hip-Hop,rap,hip hop
BlackDali,
Hemisferio Sur,
Glen Hansard,singer-songwriter,folk,acoustic
Hoogway,Lo-Fi,electronic,chill
JD McCrary,USA,american,kids
Mak Donal,Cumbia villera,Reggaeton,turro
Pedro Capó,puerto rico,pop,singer-songwriter
Luke Marantz Trio,
Miguel Mateos - Zas,All,argentina
Passion,christian,worship,Contemporary Praise and Worship
Sun Room,Garage Rock,surf rock,Garage Punk
Vakero,Reggaeton,Hip Hop Latino,rap dominicano
Los Manseros Santiagueños,latin,folk,folklore argentino
Cardi B,Hip-Hop,rap,trap
Cast,britpop,indie,Progressive rock
María Caneda,
Borgore,dubstep,gorestep,electronic
Gusttavo Lima,sertanejo,pop,male vocalists
Fia,screamo,rock,folk
deadmau5,Progressive House,House,electronic
Faul,Oi,street punk,punk rock
Michael Marc,guitar,classical guitar,fingerstyle guitar
Axel,pop,argentina,latin
Danny DeVito,Soundtrack,Disney,musical
Tu Combo Kabrón,
Piojos Y Piojitos,argentina,infancia,imperecederas
Dj Dance Nicaragua,nicaragua,nicaraguan,managua
Michael-Leon Wooley,Broadway,found a stick,jazz
Amy Winehouse,soul,jazz,female vocalists
Dustin Lynch,country,queer,similar to johnny rebel
Mother Love Bone,Grunge,alternative rock,hard rock
Thayne Jasperson,USA,american,musical
Sleep Sound Factory,
Zion & Lennox,Reggaeton,latin,puerto rico
Susan Egan,Broadway,showtunes,Soundtrack
Christian Nodal,ranchera,romantic,Mariacheño
Digitalism,electronic,electro,dance
Elvis Crespo,merengue,latin,salsa
Chayanne,latin,latin pop,chayanne
Jesse & Joy,pop,mexican,latin
The Doors,classic rock,Psychedelic Rock,rock
The Silencers,rock,ska,new wave
Demi Lovato,pop,pop rock,female vocalists
Fuelled Dancefloor,
JAY-Z,Hip-Hop,rap,hip hop
Tove Lo,pop,swedish,electronic
Orishas,latin,Hip-Hop,cuban
LIT killah,rap,trap,argentina
WEISS,House,electronic,tech house
No/Me,pop,indie,alternative
Gary Caos,electro,House,dance
Gilda,cumbia,latin,argentina
Wellness,ambient,chillout
Sinsinati,spanish,pop,spain
The Mamas & The Papas,classic rock,60s,rock
The Mindful,Psychedelic Rock,USA
Mariel Precossi,
Equipo Crema,hip hop
Janice,female vocalists,pop,C-pop
Los Enanitos Verdes,Rock en Espanol,rock,Rock Argentino
Esteman,Colombia,colombian,latin pop
Bersuit Vergarabat,Rock Argentino,argentina,rock
Petit Biscuit,electronic,House,french
Cast of High School Musical: The Musical: The Series,Disney,Soundtrack,pop
Coro San José,
Fedde Le Grand,House,electronic,dance
Phoebe Bridgers,singer-songwriter,indie folk,folk
Spa Music Therapy,
Nine Inch Nails,industrial,industrial rock,electronic
Dame 5,uruguayan,uruguay,cumbia cheta
NIIKO X SWAE,dance,electronic,angola
Nego do Borel,funk,brasil,brazilian
Liz Callaway,musical,Soundtrack,female vocalists
The Blue Stones,blues rock,Garage Rock,blues
Nabes,rnb
Three Days Grace,alternative rock,rock,hard rock
Vicente Garcia,bachata,latin,reggae
Marie Chantal Duarte,
Nathan Lane,Broadway,Soundtrack,musical
ONE OK ROCK,J-rock,japanese,rock
Jaimie Escalera,
Anna Margaret,pop,female vocalists,Disney
Super Banda de Niños,
Aaron Taos,indie pop,rock,indie
Tora,experimental,new wave,eurobeat
Phantogram,trip-hop,electronic,indie
Elderbrook,House,electronic,deep house
Gigolo Y La Exce,Reggaeton,latin,trap latino
Israel Fiore,
Sebastian Ingrosso,House,electronic,Progressive House
Mystic Prophecy,Power metal,heavy metal,speed metal
Tingui Tingui,
Kodaline,indie rock,irish,alternative
Cris Delanno,Bossa Nova,jazz,Smooth Jazz
Gaby Music,
The Cure,post-punk,new wave,alternative
Najwajean,trip-hop,electronic,female vocalists
Matt Cornett,pop,Soundtrack,Disney
Pasandola Bomba,
Fran Ruiz Barlett,
KISS,hard rock,80s,classic rock
PIKOTARO,japan,j-pop,JPop
Canticuentos,infantil,Colombia,rondas infantiles
Eliza Lacerda,Bossa Nova,jazz,brazil
Rio Branco,Bossa Nova
Bastille,indie,electronic,alternative
Lorenzo Summa,
Baby, no one's home,
The Heavy,funk,soul,indie
Hippie Sabotage,electronic,Hip-Hop,trip-hop
Kid Rock,rock,hard rock,alternative rock
The Royal Concept,indie pop,indie,swedish
Luis Villalba,
Alvaro Soler,pop,latin,spanish
The Cocks,alt rock,rock,indie
Café Quijano,spanish,pop,Spanish Rock
Exodar,
Ofenbach,dance,electronic,french
Peter Frampton,classic rock,rock,70s
Christopher Cross,soft rock,80s,pop
Cecilia Krull,pop,Soundtrack,female vocalists
Axel Caram,joda,boliche,Cachengue
The Griswolds,indie pop,indie,australian
Calle y Poché,
Ciuffi,
Babasonicos,Rock Argentino,rock,argentina
Rubén Albarrán,mexico,folk
Frank Sartain,video game music
The Marías,dream pop,indie pop,bedroom pop
*NSYNC,pop,boybands,90s
Maikel Delacalle,spanish,latin,spain
Keane,britpop,indie,british
Meditation Relax Club,
Eladio Carrion,trap,latin,puerto rico
TABI,420,argentina,tabi
Jovanotti,italian,rap,pop
Vanupié,reggae,french
Youngblood Hawke,indie,indie pop,electronic
Phillipa Soo,Soundtrack,musical theater,Broadway
C4 Reggae Combativo,
DJ Roma Oficial,
Britney Spears,pop,dance,female vocalists
Sonhos De Aviao,
Toy Cantando,
Silvestre y La Naranja,pop,alternative,argentinian
Riders In The Sky,country,folk,cowboy
Metallica,metallica,heavy metal,metal
Tranquil Forest Effect,Nature,forest,sounds of nature
Fidel Nadal,reggae,argentina,roots reggae
Mary Bond Davis,musical,american,Broadway
Vybz Kartel,dancehall,reggae,jamaica
Måneskin,rock,glam rock,italian
A Great Big World,indie,indie pop,pop
CMC 3,jazz
Shag Rock,australia
Emmanuel Horvilleur,argentina,pop,indie pop
Charlie Burg,soul,singer-songwriter,rnb
Un Verano,argentina
Númana,
Maddie Baillio,
Emma Stone,female vocalists,pop,sexy
Antonio Rios,cumbia,guitar,latin
Sao Vicente,lounge,downtempo,chillout
Vundabar,indie rock,Garage Rock,surf rock
Universal Waves,
Olivia Wald,ballads,pop,rnb
Sandra Mihanovich,female vocalists,argentinos,blues
Cassy London,los angeles,pop,California
Anolita Domínguez,
Antonio Banderas,latin,actor,male vocalists
Migrantes,cumbia pop,argentina
Miss Bolivia,dancehall,argentina,argentinian
Richard Marx,pop,soft rock,80s
Soda Stereo,Rock Argentino,rock,Rock en Espanol
Mc João,funk,brazil,brazilian funk
Un Planeta,indie,Lo-Fi,la plata
Big One,Progressive rock,rock,hard rock
MØ,indie pop,danish,dream pop
The FO's,
Selective Sounds TTA,ambient
Quique Neira,reggae,latin reggae,roots
Maravillosos Niños,
WILLOW,rnb,pop,alternative
Para Exótica,
James Smith,pop,singer-songwriter,90s
Cultura Profética,reggae,roots reggae,puerto rico
Angélica Aragón,
DeeWunn,dancehall,Hip-Hop,jamaican
Angel Y Khriz,Reggaeton,latin,dance
Be Like Mike,
The Temper Trap,indie,indie rock,australian
Laguna Pai,reggae,Peru,The Countdown
Estación Cero,
The Itchyworms,Filipino,OPM,rock
Why We Go,
Nico & Vinz,pop,norwegian,Hip-Hop
Rubytates,indie,alternative,rock-pop
Whitney Houston,pop,soul,female vocalists
Signos,Filipino,death metal,indie rock
Bryan Adams,rock,classic rock,80s
Jesus Culture,christian,worship,praise & worship
Get Far,House,dance,electronic
Joan Manuel Serrat,cantautor,spanish,folk
John Lennon,classic rock,rock,singer-songwriter
El Simbolo,latin,dance,Latin Dance
Gavin James,indie,singer-songwriter,irish
Violetta Girl,
Slim King,
Peel,indie,indie rock,austin
The Party Band,jazz,party,UMass Lowell
Milo Manheim,Disney,pop,zombies
AFROJACK,House,electro house,Progressive House
Rick Springfield,rock,80s,classic rock
The Honeydrippers,classic rock,rock,rock n roll
Powfu,Hip-Hop,Lo-Fi,emo rap
My Chemical Romance,rock,alternative,punk rock
Chico Novarro,bolero,latin,cumbia
John Cruz,Hawaiian,instrumental,All
UPSAHL,indie,pop,female vocalists
NoiseZ,
Rachel House,Grunge,punk rock,female vocalists
La Renga,hard rock,Rock Argentino,rock
Alfarero,
Había una Vez Cuentos Infantiles,
Marcela Mangabeira,Bossa Nova,female vocalists,brazilian
for KING & COUNTRY,christian,indie,christian rock
Nina Sky,rnb,pop,dancehall
Andy Gibb,Disco,pop,70s
Storms and Lightz,under 2000 listeners
El Cuis,Cuarteto,el marginal
The Cast of Cinderella,
Facundo Saravia,
Clairo,bedroom pop,indie pop,dream pop
Maia Wilson,USA,Musical theatre,america
girl in red,dream pop,indie pop,indie
Eve St. Jones,jazz,lounge,All
Marta Sánchez,spanish,female vocalists,pop
Manuel Carrasco,pop,spanish,Flamenco
Indigga,
SUN SILVA,british,indie rock
Masked Wolf,rap,Hip-Hop,australian
A-Trak,electronic,turntablism,Hip-Hop
BabyJake,rap,pop,florida
Bellestar,lounge,80s
Coro Jeremías,
The Killers,indie,indie rock,rock
Gael Garcia Bernal,actor,latin,mexican
347aidan,indie,alternative,emo rap
Niko Moon,country
TheFatRat,electronic,german,chiptune
Miguel Morant,
Leo Dan,leo dan,balada,pop
Madge,pop,indie pop,female vocalists
Los De La Nazza,Reggaeton,latin,urban
nixa,doom metal,Sludge,indie
Noise Factory,jungle,Rave,Old school Hardcore
Misión País,chile,catholic,Catolica
HUNNY,indie rock,indie pop,my top songs
Taylor Rae,country,pop,rap
Duck Sauce,House,electronic,DIsco House
Dennis Lloyd,indie pop,indie,reggae
Spiritual Fitness Music,
Van Halen,hard rock,classic rock,rock
Depeche Mode,electronic,new wave,synthpop
Indio Solari,argentina,rock,Rock Argentino
Tony Dize,Reggaeton,spanish,latin
Rastrillos,reggae,mexico,mexican
Little Dragon,trip-hop,electronic,chillout
Camille,french,female vocalists,singer-songwriter
Marshmello,electronic,dance,EDM
Lost Frequencies,deep house,electronic,dance
Jere Suez,
Bebe DJ,treble,LITTLE STAR,under 600 plays
Rachel Platten,pop,indie pop,female vocalists
Néstor Garnica,folclore,argentino,violinista
Ryan Gosling,please let me lick you,Canadian,singer-songwriter
Tatiana,pop,latin,female vocalists
Omega,Progressive rock,classic rock,hard rock
BROODS,electronic,indie pop,electropop
Charly García,Rock Argentino,argentina,rock
Cascada de Lluvia,
Davay,electro,techno,estonian
Marc Anthony,salsa,latin,pop
Pim Pau,
Eva Simons,pop,dance,electronic
Bakar,french rap,indie,hip hop
Jordan Fisher,male vocalists,pop,rnb
Dominic Fike,indie,indie pop,pop
Mansionair,australian,ambient,indie pop
Brown Eyed Girls,k-pop,Korean,female vocalists
The SubOceaners,
EZRA,Progressive rock,Neo-prog,ambient
Felly,Hip-Hop,rap,House
One Direction,pop,british,boyband
Helena Bonham Carter,Soundtrack,musical,Sweeney Todd
멀리 이동하려면,south korea,noise,calm
Ensemble - The Lion King,Broadway,musical theater,musicals
Amos Lee,singer-songwriter,folk,soul
MC JottaPê,funk,dance,urban
Ricardo Montaner,ricardo montaner,latin pop,latin
XANDDY HARMONIA,brasil,Axe,Bahia
Pablo Espinosa,blues,Soundtrack,acustica
Rancid,punk,punk rock,ska punk
Pedro Guerra,cantautor,spanish,trova
Gianna Graham,
Doulos,death metal,Brutal Death Metal,Altar of Metal Gods Death Metal
Summer Salt,indie,Surf,indie pop
Coro - La Cenicienta,
Pegboard Nerds,drumstep,dubstep,Brostep
La Charo,electronica,experimental,folklore
Elefante,Rock en Espanol,latin,spanish
Fernando Allende,ranchera,80s,70s
Monsalve,video game music,jazz,latin jazz
FloyyMenor,chile,Reggaeton,reggaeton chileno
Rolf Kühn,jazz,german,clarinet
Brittany Snow,musical,Soundtrack,actress
Polo Montañez,salsa,latin,son
Karaoke Instrumental Kings,
Guillermo Bonetto-Los Cafres,
La Mona Jimenez,Cuarteto,pop,dance
Yera,
DJ Roman,hardcore techno,Reggaeton,Gabber
Bloc Party,indie,indie rock,british
Tu Papa,
The Happy Fits,indie rock,rock,indie
